País;Nivel Educación;Ítem;Valor;Dimension_ISDE;Dimension_Nombre
LV;ESO;Designación de coordinador/a digital en los centros;No;D4;Liderazgo y Política Institucional
LV;ESO;Plan digital de centro como documento específico;No;D4;Liderazgo y Política Institucional
LV;ESO;Plan digital integrado en el plan de centro;Si;D4;Liderazgo y Política Institucional
LV;ESO;Criterios de educación digital en marcos de evaluación externa;No;D4;Liderazgo y Política Institucional
LV;ESO;Asignatura separada obligatoria;Si;D3;Pedagogía Digital / Uso Pedagógico TIC
LV;ESO;Otras (p. ej., optativa);No;D3;Pedagogía Digital / Uso Pedagógico TIC
LV;ESO;Integrada en otras materias obligatorias;No;D3;Pedagogía Digital / Uso Pedagógico TIC
LV;ESO;Transversal (cross-curricular);No;D3;Pedagogía Digital / Uso Pedagógico TIC
LV;ESO;No incluida en currículo;No;D3;Pedagogía Digital / Uso Pedagógico TIC
LV;ESO;Autonomía centro/local;No;D4;Liderazgo y Política Institucional
LV;ESO;Informática como asignatura separada y obligatoria;Si;D3;Pedagogía Digital / Uso Pedagógico TIC
LV;ESO;Informática como asignatura separada, optativa;No;D3;Pedagogía Digital / Uso Pedagógico TIC
LV;ESO;Autonomía del centro/autoridad local;No;D4;Liderazgo y Política Institucional
LV;ESO;Informática no se imparte como asignatura separada;No;D3;Pedagogía Digital / Uso Pedagógico TIC
LV;Bachillerato;Hay requisitos de nivel superior obligatorios de las competencias específicas digitales para todo el profesorado;Si;D4;Liderazgo y Política Institucional
LV;Bachillerato;Hay requisitos de nivel superior obligatorios de las competencias específicas digitales para algunos profesores;No;D4;Liderazgo y Política Institucional
LV;Bachillerato;No hay ningún requisito de nivel superior obligatorio de las competencias específicas digitales del profesorado;No;D4;Liderazgo y Política Institucional
LV;Bachillerato;Designación de coordinador/a digital en los centros;No;D4;Liderazgo y Política Institucional
LV;Bachillerato;Plan digital de centro como documento específico;No;D4;Liderazgo y Política Institucional
LV;Bachillerato;Plan digital integrado en el plan de centro;Si;D4;Liderazgo y Política Institucional
LV;Bachillerato;Criterios de educación digital en marcos de evaluación externa;No;D4;Liderazgo y Política Institucional
LV;Bachillerato;Asignatura separada obligatoria;Si;D3;Pedagogía Digital / Uso Pedagógico TIC
LV;Bachillerato;Otras (p. ej., optativa);Si;D3;Pedagogía Digital / Uso Pedagógico TIC
LV;Bachillerato;Integrada en otras materias obligatorias;Si;D3;Pedagogía Digital / Uso Pedagógico TIC
LV;Bachillerato;Transversal (cross-curricular);No;D3;Pedagogía Digital / Uso Pedagógico TIC
LV;Bachillerato;No incluida en currículo;No;D3;Pedagogía Digital / Uso Pedagógico TIC
LV;Bachillerato;Autonomía centro/local;No;D4;Liderazgo y Política Institucional
LV;Bachillerato;Informática como asignatura separada y obligatoria;Si;D3;Pedagogía Digital / Uso Pedagógico TIC
LV;Bachillerato;Informática como asignatura separada, optativa;Si;D3;Pedagogía Digital / Uso Pedagógico TIC
LV;Bachillerato;Autonomía del centro/autoridad local;No;D4;Liderazgo y Política Institucional
LV;Bachillerato;Informática no se imparte como asignatura separada;No;D3;Pedagogía Digital / Uso Pedagógico TIC
ME;ESO;Hay requisitos de nivel superior obligatorios de las competencias específicas digitales para todo el profesorado;Si;D4;Liderazgo y Política Institucional
ME;ESO;Hay requisitos de nivel superior obligatorios de las competencias específicas digitales para algunos profesores;No;D4;Liderazgo y Política Institucional
ME;ESO;No hay ningún requisito de nivel superior obligatorio de las competencias específicas digitales del profesorado;No;D4;Liderazgo y Política Institucional
ME;ESO;Designación de coordinador/a digital en los centros;Si;D4;Liderazgo y Política Institucional
ME;ESO;Plan digital de centro como documento específico;No;D4;Liderazgo y Política Institucional
ME;ESO;Plan digital integrado en el plan de centro;No;D4;Liderazgo y Política Institucional
ME;ESO;Criterios de educación digital en marcos de evaluación externa;No;D4;Liderazgo y Política Institucional
ME;ESO;Asignatura separada obligatoria;Si;D3;Pedagogía Digital / Uso Pedagógico TIC
ME;ESO;Otras (p. ej., optativa);Si;D3;Pedagogía Digital / Uso Pedagógico TIC
ME;ESO;Integrada en otras materias obligatorias;No;D3;Pedagogía Digital / Uso Pedagógico TIC
ME;ESO;Transversal (cross-curricular);Si;D3;Pedagogía Digital / Uso Pedagógico TIC
ME;ESO;No incluida en currículo;No;D3;Pedagogía Digital / Uso Pedagógico TIC
ME;ESO;Autonomía centro/local;No;D4;Liderazgo y Política Institucional
ME;ESO;Informática como asignatura separada y obligatoria;Si;D3;Pedagogía Digital / Uso Pedagógico TIC
ME;ESO;Informática como asignatura separada, optativa;Si;D3;Pedagogía Digital / Uso Pedagógico TIC
ME;ESO;Autonomía del centro/autoridad local;No;D4;Liderazgo y Política Institucional
ME;ESO;Informática no se imparte como asignatura separada;No;D3;Pedagogía Digital / Uso Pedagógico TIC
ME;Bachillerato;Hay requisitos de nivel superior obligatorios de las competencias específicas digitales para todo el profesorado;Si;D4;Liderazgo y Política Institucional
ME;Bachillerato;Hay requisitos de nivel superior obligatorios de las competencias específicas digitales para algunos profesores;No;D4;Liderazgo y Política Institucional
ME;Bachillerato;No hay ningún requisito de nivel superior obligatorio de las competencias específicas digitales del profesorado;No;D4;Liderazgo y Política Institucional
ME;Bachillerato;Designación de coordinador/a digital en los centros;Si;D4;Liderazgo y Política Institucional
ME;Bachillerato;Plan digital de centro como documento específico;No;D4;Liderazgo y Política Institucional
ME;Bachillerato;Plan digital integrado en el plan de centro;No;D4;Liderazgo y Política Institucional
ME;Bachillerato;Criterios de educación digital en marcos de evaluación externa;No;D4;Liderazgo y Política Institucional
ME;Bachillerato;Asignatura separada obligatoria;Si;D3;Pedagogía Digital / Uso Pedagógico TIC
ME;Bachillerato;Otras (p. ej., optativa);Si;D3;Pedagogía Digital / Uso Pedagógico TIC
ME;Bachillerato;Integrada en otras materias obligatorias;No;D3;Pedagogía Digital / Uso Pedagógico TIC
ME;Bachillerato;Transversal (cross-curricular);Si;D3;Pedagogía Digital / Uso Pedagógico TIC
ME;Bachillerato;No incluida en currículo;No;D3;Pedagogía Digital / Uso Pedagógico TIC
ME;Bachillerato;Autonomía centro/local;No;D4;Liderazgo y Política Institucional
ME;Bachillerato;Informática como asignatura separada y obligatoria;Si;D3;Pedagogía Digital / Uso Pedagógico TIC
ME;Bachillerato;Informática como asignatura separada, optativa;Si;D3;Pedagogía Digital / Uso Pedagógico TIC
ME;Bachillerato;Autonomía del centro/autoridad local;No;D4;Liderazgo y Política Institucional
ME;Bachillerato;Informática no se imparte como asignatura separada;No;D3;Pedagogía Digital / Uso Pedagógico TIC
MK;ESO;Hay requisitos de nivel superior obligatorios de las competencias específicas digitales para todo el profesorado;Si;D4;Liderazgo y Política Institucional
MK;ESO;Hay requisitos de nivel superior obligatorios de las competencias específicas digitales para algunos profesores;No;D4;Liderazgo y Política Institucional
MK;ESO;No hay ningún requisito de nivel superior obligatorio de las competencias específicas digitales del profesorado;No;D4;Liderazgo y Política Institucional
MK;ESO;Designación de coordinador/a digital en los centros;Si;D4;Liderazgo y Política Institucional
MK;ESO;Plan digital de centro como documento específico;No;D4;Liderazgo y Política Institucional
MK;ESO;Plan digital integrado en el plan de centro;No;D4;Liderazgo y Política Institucional
MK;ESO;Criterios de educación digital en marcos de evaluación externa;Si;D4;Liderazgo y Política Institucional
MK;ESO;Asignatura separada obligatoria;Si;D3;Pedagogía Digital / Uso Pedagógico TIC
MK;ESO;Otras (p. ej., optativa);No;D3;Pedagogía Digital / Uso Pedagógico TIC
MK;ESO;Integrada en otras materias obligatorias;No;D3;Pedagogía Digital / Uso Pedagógico TIC
MK;ESO;Transversal (cross-curricular);No;D3;Pedagogía Digital / Uso Pedagógico TIC
MK;ESO;No incluida en currículo;No;D3;Pedagogía Digital / Uso Pedagógico TIC
MK;ESO;Autonomía centro/local;No;D4;Liderazgo y Política Institucional
MK;ESO;Informática como asignatura separada y obligatoria;Si;D3;Pedagogía Digital / Uso Pedagógico TIC
MK;ESO;Informática como asignatura separada, optativa;Si;D3;Pedagogía Digital / Uso Pedagógico TIC
MK;ESO;Autonomía del centro/autoridad local;No;D4;Liderazgo y Política Institucional
MK;ESO;Informática no se imparte como asignatura separada;No;D3;Pedagogía Digital / Uso Pedagógico TIC
MK;Bachillerato;Hay requisitos de nivel superior obligatorios de las competencias específicas digitales para todo el profesorado;Si;D4;Liderazgo y Política Institucional
MK;Bachillerato;Hay requisitos de nivel superior obligatorios de las competencias específicas digitales para algunos profesores;No;D4;Liderazgo y Política Institucional
MK;Bachillerato;No hay ningún requisito de nivel superior obligatorio de las competencias específicas digitales del profesorado;No;D4;Liderazgo y Política Institucional
MK;Bachillerato;Designación de coordinador/a digital en los centros;Si;D4;Liderazgo y Política Institucional
MK;Bachillerato;Plan digital de centro como documento específico;No;D4;Liderazgo y Política Institucional
MK;Bachillerato;Plan digital integrado en el plan de centro;No;D4;Liderazgo y Política Institucional
MK;Bachillerato;Criterios de educación digital en marcos de evaluación externa;Si;D4;Liderazgo y Política Institucional
MK;Bachillerato;Asignatura separada obligatoria;Si;D3;Pedagogía Digital / Uso Pedagógico TIC
MK;Bachillerato;Otras (p. ej., optativa);No;D3;Pedagogía Digital / Uso Pedagógico TIC
MK;Bachillerato;Integrada en otras materias obligatorias;No;D3;Pedagogía Digital / Uso Pedagógico TIC
MK;Bachillerato;Transversal (cross-curricular);No;D3;Pedagogía Digital / Uso Pedagógico TIC
MK;Bachillerato;No incluida en currículo;No;D3;Pedagogía Digital / Uso Pedagógico TIC
MK;Bachillerato;Autonomía centro/local;No;D4;Liderazgo y Política Institucional
MK;Bachillerato;Informática como asignatura separada y obligatoria;Si;D3;Pedagogía Digital / Uso Pedagógico TIC
MK;Bachillerato;Informática como asignatura separada, optativa;Si;D3;Pedagogía Digital / Uso Pedagógico TIC
MK;Bachillerato;Autonomía del centro/autoridad local;No;D4;Liderazgo y Política Institucional
MK;Bachillerato;Informática no se imparte como asignatura separada;No;D3;Pedagogía Digital / Uso Pedagógico TIC
MT;ESO;Hay requisitos de nivel superior obligatorios de las competencias específicas digitales para todo el profesorado;No;D4;Liderazgo y Política Institucional
MT;ESO;Hay requisitos de nivel superior obligatorios de las competencias específicas digitales para algunos profesores;Si;D4;Liderazgo y Política Institucional
MT;ESO;No hay ningún requisito de nivel superior obligatorio de las competencias específicas digitales del profesorado;No;D4;Liderazgo y Política Institucional
MT;ESO;Designación de coordinador/a digital en los centros;Si;D4;Liderazgo y Política Institucional
MT;ESO;Plan digital de centro como documento específico;No;D4;Liderazgo y Política Institucional
MT;ESO;Plan digital integrado en el plan de centro;No;D4;Liderazgo y Política Institucional
MT;ESO;Criterios de educación digital en marcos de evaluación externa;Si;D4;Liderazgo y Política Institucional
MT;ESO;Asignatura separada obligatoria;Si;D3;Pedagogía Digital / Uso Pedagógico TIC
MT;ESO;Otras (p. ej., optativa);No;D3;Pedagogía Digital / Uso Pedagógico TIC
MT;ESO;Integrada en otras materias obligatorias;No;D3;Pedagogía Digital / Uso Pedagógico TIC
MT;ESO;Transversal (cross-curricular);Si;D3;Pedagogía Digital / Uso Pedagógico TIC
MT;ESO;No incluida en currículo;No;D3;Pedagogía Digital / Uso Pedagógico TIC
MT;ESO;Autonomía centro/local;No;D4;Liderazgo y Política Institucional
MT;ESO;Informática como asignatura separada y obligatoria;Si;D3;Pedagogía Digital / Uso Pedagógico TIC
MT;ESO;Informática como asignatura separada, optativa;Si;D3;Pedagogía Digital / Uso Pedagógico TIC
MT;ESO;Autonomía del centro/autoridad local;No;D4;Liderazgo y Política Institucional
MT;ESO;Informática no se imparte como asignatura separada;No;D3;Pedagogía Digital / Uso Pedagógico TIC
MT;Bachillerato;Hay requisitos de nivel superior obligatorios de las competencias específicas digitales para todo el profesorado;No;D4;Liderazgo y Política Institucional
MT;Bachillerato;Hay requisitos de nivel superior obligatorios de las competencias específicas digitales para algunos profesores;Si;D4;Liderazgo y Política Institucional
MT;Bachillerato;No hay ningún requisito de nivel superior obligatorio de las competencias específicas digitales del profesorado;No;D4;Liderazgo y Política Institucional
MT;Bachillerato;Designación de coordinador/a digital en los centros;Si;D4;Liderazgo y Política Institucional
MT;Bachillerato;Plan digital de centro como documento específico;No;D4;Liderazgo y Política Institucional
MT;Bachillerato;Plan digital integrado en el plan de centro;No;D4;Liderazgo y Política Institucional
MT;Bachillerato;Criterios de educación digital en marcos de evaluación externa;Si;D4;Liderazgo y Política Institucional
MT;Bachillerato;Asignatura separada obligatoria;Si;D3;Pedagogía Digital / Uso Pedagógico TIC
MT;Bachillerato;Otras (p. ej., optativa);Si;D3;Pedagogía Digital / Uso Pedagógico TIC
MT;Bachillerato;Integrada en otras materias obligatorias;No;D3;Pedagogía Digital / Uso Pedagógico TIC
MT;Bachillerato;Transversal (cross-curricular);Si;D3;Pedagogía Digital / Uso Pedagógico TIC
MT;Bachillerato;No incluida en currículo;No;D3;Pedagogía Digital / Uso Pedagógico TIC
MT;Bachillerato;Autonomía centro/local;No;D4;Liderazgo y Política Institucional
MT;Bachillerato;Informática como asignatura separada y obligatoria;Si;D3;Pedagogía Digital / Uso Pedagógico TIC
MT;Bachillerato;Informática como asignatura separada, optativa;Si;D3;Pedagogía Digital / Uso Pedagógico TIC
MT;Bachillerato;Autonomía del centro/autoridad local;No;D4;Liderazgo y Política Institucional
MT;Bachillerato;Informática no se imparte como asignatura separada;No;D3;Pedagogía Digital / Uso Pedagógico TIC
NL;ESO;Hay requisitos de nivel superior obligatorios de las competencias específicas digitales para todo el profesorado;No;D4;Liderazgo y Política Institucional
NL;ESO;Hay requisitos de nivel superior obligatorios de las competencias específicas digitales para algunos profesores;No;D4;Liderazgo y Política Institucional
NL;ESO;No hay ningún requisito de nivel superior obligatorio de las competencias específicas digitales del profesorado;Si;D4;Liderazgo y Política Institucional
NL;ESO;Designación de coordinador/a digital en los centros;No;D4;Liderazgo y Política Institucional
NL;ESO;Plan digital de centro como documento específico;No;D4;Liderazgo y Política Institucional
NL;ESO;Plan digital integrado en el plan de centro;No;D4;Liderazgo y Política Institucional
NL;ESO;Criterios de educación digital en marcos de evaluación externa;No;D4;Liderazgo y Política Institucional
NL;ESO;Asignatura separada obligatoria;No;D3;Pedagogía Digital / Uso Pedagógico TIC
NL;ESO;Otras (p. ej., optativa);No;D3;Pedagogía Digital / Uso Pedagógico TIC
NL;ESO;Integrada en otras materias obligatorias;No;D3;Pedagogía Digital / Uso Pedagógico TIC
NL;ESO;Transversal (cross-curricular);No;D3;Pedagogía Digital / Uso Pedagógico TIC
NL;ESO;No incluida en currículo;No;D3;Pedagogía Digital / Uso Pedagógico TIC
NL;ESO;Autonomía centro/local;Si;D4;Liderazgo y Política Institucional
NL;ESO;Informática como asignatura separada y obligatoria;No;D3;Pedagogía Digital / Uso Pedagógico TIC
NL;ESO;Informática como asignatura separada, optativa;No;D3;Pedagogía Digital / Uso Pedagógico TIC
NL;ESO;Autonomía del centro/autoridad local;Si;D4;Liderazgo y Política Institucional
NL;ESO;Informática no se imparte como asignatura separada;No;D3;Pedagogía Digital / Uso Pedagógico TIC
NL;Bachillerato;Hay requisitos de nivel superior obligatorios de las competencias específicas digitales para todo el profesorado;No;D4;Liderazgo y Política Institucional
NL;Bachillerato;Hay requisitos de nivel superior obligatorios de las competencias específicas digitales para algunos profesores;Si;D4;Liderazgo y Política Institucional
NL;Bachillerato;No hay ningún requisito de nivel superior obligatorio de las competencias específicas digitales del profesorado;No;D4;Liderazgo y Política Institucional
NL;Bachillerato;Designación de coordinador/a digital en los centros;No;D4;Liderazgo y Política Institucional
NL;Bachillerato;Plan digital de centro como documento específico;No;D4;Liderazgo y Política Institucional
NL;Bachillerato;Plan digital integrado en el plan de centro;No;D4;Liderazgo y Política Institucional
NL;Bachillerato;Criterios de educación digital en marcos de evaluación externa;No;D4;Liderazgo y Política Institucional
NL;Bachillerato;Asignatura separada obligatoria;No;D3;Pedagogía Digital / Uso Pedagógico TIC
NL;Bachillerato;Otras (p. ej., optativa);Si;D3;Pedagogía Digital / Uso Pedagógico TIC
NL;Bachillerato;Integrada en otras materias obligatorias;No;D3;Pedagogía Digital / Uso Pedagógico TIC
NL;Bachillerato;Transversal (cross-curricular);No;D3;Pedagogía Digital / Uso Pedagógico TIC
NL;Bachillerato;No incluida en currículo;No;D3;Pedagogía Digital / Uso Pedagógico TIC
NL;Bachillerato;Autonomía centro/local;No;D4;Liderazgo y Política Institucional
NL;Bachillerato;Informática como asignatura separada y obligatoria;No;D3;Pedagogía Digital / Uso Pedagógico TIC
NL;Bachillerato;Informática como asignatura separada, optativa;Si;D3;Pedagogía Digital / Uso Pedagógico TIC
NL;Bachillerato;Autonomía del centro/autoridad local;No;D4;Liderazgo y Política Institucional
NL;Bachillerato;Informática no se imparte como asignatura separada;No;D3;Pedagogía Digital / Uso Pedagógico TIC
NO;ESO;Hay requisitos de nivel superior obligatorios de las competencias específicas digitales para todo el profesorado;No;D4;Liderazgo y Política Institucional
NO;ESO;Hay requisitos de nivel superior obligatorios de las competencias específicas digitales para algunos profesores;No;D4;Liderazgo y Política Institucional
NO;ESO;No hay ningún requisito de nivel superior obligatorio de las competencias específicas digitales del profesorado;Si;D4;Liderazgo y Política Institucional
NO;ESO;Designación de coordinador/a digital en los centros;No;D4;Liderazgo y Política Institucional
NO;ESO;Plan digital de centro como documento específico;No;D4;Liderazgo y Política Institucional
NO;ESO;Plan digital integrado en el plan de centro;No;D4;Liderazgo y Política Institucional
NO;ESO;Criterios de educación digital en marcos de evaluación externa;No;D4;Liderazgo y Política Institucional
NO;ESO;Asignatura separada obligatoria;No;D3;Pedagogía Digital / Uso Pedagógico TIC
NO;ESO;Otras (p. ej., optativa);No;D3;Pedagogía Digital / Uso Pedagógico TIC
NO;ESO;Integrada en otras materias obligatorias;Si;D3;Pedagogía Digital / Uso Pedagógico TIC
NO;ESO;Transversal (cross-curricular);No;D3;Pedagogía Digital / Uso Pedagógico TIC
NO;ESO;No incluida en currículo;No;D3;Pedagogía Digital / Uso Pedagógico TIC
NO;ESO;Autonomía centro/local;No;D4;Liderazgo y Política Institucional
NO;ESO;Informática como asignatura separada y obligatoria;No;D3;Pedagogía Digital / Uso Pedagógico TIC
NO;ESO;Informática como asignatura separada, optativa;No;D3;Pedagogía Digital / Uso Pedagógico TIC
NO;ESO;Autonomía del centro/autoridad local;No;D4;Liderazgo y Política Institucional
NO;ESO;Informática no se imparte como asignatura separada;No;D3;Pedagogía Digital / Uso Pedagógico TIC
NO;Bachillerato;Hay requisitos de nivel superior obligatorios de las competencias específicas digitales para todo el profesorado;Si;D4;Liderazgo y Política Institucional
NO;Bachillerato;Hay requisitos de nivel superior obligatorios de las competencias específicas digitales para algunos profesores;No;D4;Liderazgo y Política Institucional
NO;Bachillerato;No hay ningún requisito de nivel superior obligatorio de las competencias específicas digitales del profesorado;No;D4;Liderazgo y Política Institucional
NO;Bachillerato;Designación de coordinador/a digital en los centros;No;D4;Liderazgo y Política Institucional
NO;Bachillerato;Plan digital de centro como documento específico;No;D4;Liderazgo y Política Institucional
NO;Bachillerato;Plan digital integrado en el plan de centro;No;D4;Liderazgo y Política Institucional
NO;Bachillerato;Criterios de educación digital en marcos de evaluación externa;No;D4;Liderazgo y Política Institucional
NO;Bachillerato;Asignatura separada obligatoria;No;D3;Pedagogía Digital / Uso Pedagógico TIC
NO;Bachillerato;Otras (p. ej., optativa);Si;D3;Pedagogía Digital / Uso Pedagógico TIC
NO;Bachillerato;Integrada en otras materias obligatorias;Si;D3;Pedagogía Digital / Uso Pedagógico TIC
NO;Bachillerato;Transversal (cross-curricular);No;D3;Pedagogía Digital / Uso Pedagógico TIC
NO;Bachillerato;No incluida en currículo;No;D3;Pedagogía Digital / Uso Pedagógico TIC
NO;Bachillerato;Autonomía centro/local;No;D4;Liderazgo y Política Institucional
NO;Bachillerato;Informática como asignatura separada y obligatoria;No;D3;Pedagogía Digital / Uso Pedagógico TIC
NO;Bachillerato;Informática como asignatura separada, optativa;Si;D3;Pedagogía Digital / Uso Pedagógico TIC
NO;Bachillerato;Autonomía del centro/autoridad local;No;D4;Liderazgo y Política Institucional
NO;Bachillerato;Informática no se imparte como asignatura separada;No;D3;Pedagogía Digital / Uso Pedagógico TIC
PL;ESO;Hay requisitos de nivel superior obligatorios de las competencias específicas digitales para todo el profesorado;Si;D4;Liderazgo y Política Institucional
PL;ESO;Hay requisitos de nivel superior obligatorios de las competencias específicas digitales para algunos profesores;No;D4;Liderazgo y Política Institucional
PL;ESO;No hay ningún requisito de nivel superior obligatorio de las competencias específicas digitales del profesorado;No;D4;Liderazgo y Política Institucional
PL;ESO;Designación de coordinador/a digital en los centros;No;D4;Liderazgo y Política Institucional
PL;ESO;Plan digital de centro como documento específico;No;D4;Liderazgo y Política Institucional
PL;ESO;Plan digital integrado en el plan de centro;No;D4;Liderazgo y Política Institucional
PL;ESO;Criterios de educación digital en marcos de evaluación externa;No;D4;Liderazgo y Política Institucional
PL;ESO;Asignatura separada obligatoria;Si;D3;Pedagogía Digital / Uso Pedagógico TIC
PL;ESO;Otras (p. ej., optativa);No;D3;Pedagogía Digital / Uso Pedagógico TIC
PL;ESO;Integrada en otras materias obligatorias;No;D3;Pedagogía Digital / Uso Pedagógico TIC
PL;ESO;Transversal (cross-curricular);No;D3;Pedagogía Digital / Uso Pedagógico TIC
PL;ESO;No incluida en currículo;No;D3;Pedagogía Digital / Uso Pedagógico TIC
PL;ESO;Autonomía centro/local;No;D4;Liderazgo y Política Institucional
PL;ESO;Informática como asignatura separada y obligatoria;Si;D3;Pedagogía Digital / Uso Pedagógico TIC
PL;ESO;Informática como asignatura separada, optativa;No;D3;Pedagogía Digital / Uso Pedagógico TIC
PL;ESO;Autonomía del centro/autoridad local;No;D4;Liderazgo y Política Institucional
PL;ESO;Informática no se imparte como asignatura separada;No;D3;Pedagogía Digital / Uso Pedagógico TIC
PL;Bachillerato;Hay requisitos de nivel superior obligatorios de las competencias específicas digitales para todo el profesorado;Si;D4;Liderazgo y Política Institucional
PL;Bachillerato;Hay requisitos de nivel superior obligatorios de las competencias específicas digitales para algunos profesores;No;D4;Liderazgo y Política Institucional
PL;Bachillerato;No hay ningún requisito de nivel superior obligatorio de las competencias específicas digitales del profesorado;No;D4;Liderazgo y Política Institucional
PL;Bachillerato;Designación de coordinador/a digital en los centros;No;D4;Liderazgo y Política Institucional
PL;Bachillerato;Plan digital de centro como documento específico;No;D4;Liderazgo y Política Institucional
PL;Bachillerato;Plan digital integrado en el plan de centro;No;D4;Liderazgo y Política Institucional
PL;Bachillerato;Criterios de educación digital en marcos de evaluación externa;No;D4;Liderazgo y Política Institucional
PL;Bachillerato;Asignatura separada obligatoria;Si;D3;Pedagogía Digital / Uso Pedagógico TIC
PL;Bachillerato;Otras (p. ej., optativa);Si;D3;Pedagogía Digital / Uso Pedagógico TIC
PL;Bachillerato;Integrada en otras materias obligatorias;No;D3;Pedagogía Digital / Uso Pedagógico TIC
PL;Bachillerato;Transversal (cross-curricular);No;D3;Pedagogía Digital / Uso Pedagógico TIC
PL;Bachillerato;No incluida en currículo;No;D3;Pedagogía Digital / Uso Pedagógico TIC
PL;Bachillerato;Autonomía centro/local;No;D4;Liderazgo y Política Institucional
PL;Bachillerato;Informática como asignatura separada y obligatoria;Si;D3;Pedagogía Digital / Uso Pedagógico TIC
PL;Bachillerato;Informática como asignatura separada, optativa;Si;D3;Pedagogía Digital / Uso Pedagógico TIC
PL;Bachillerato;Autonomía del centro/autoridad local;No;D4;Liderazgo y Política Institucional
PL;Bachillerato;Informática no se imparte como asignatura separada;No;D3;Pedagogía Digital / Uso Pedagógico TIC
PT;ESO;Hay requisitos de nivel superior obligatorios de las competencias específicas digitales para todo el profesorado;No;D4;Liderazgo y Política Institucional
PT;ESO;Hay requisitos de nivel superior obligatorios de las competencias específicas digitales para algunos profesores;No;D4;Liderazgo y Política Institucional
PT;ESO;No hay ningún requisito de nivel superior obligatorio de las competencias específicas digitales del profesorado;Si;D4;Liderazgo y Política Institucional
PT;ESO;Designación de coordinador/a digital en los centros;No;D4;Liderazgo y Política Institucional
PT;ESO;Plan digital de centro como documento específico;Si;D4;Liderazgo y Política Institucional
PT;ESO;Plan digital integrado en el plan de centro;Si;D4;Liderazgo y Política Institucional
PT;ESO;Criterios de educación digital en marcos de evaluación externa;No;D4;Liderazgo y Política Institucional
PT;ESO;Asignatura separada obligatoria;Si;D3;Pedagogía Digital / Uso Pedagógico TIC
PT;ESO;Otras (p. ej., optativa);No;D3;Pedagogía Digital / Uso Pedagógico TIC
PT;ESO;Integrada en otras materias obligatorias;No;D3;Pedagogía Digital / Uso Pedagógico TIC
PT;ESO;Transversal (cross-curricular);No;D3;Pedagogía Digital / Uso Pedagógico TIC
PT;ESO;No incluida en currículo;No;D3;Pedagogía Digital / Uso Pedagógico TIC
PT;ESO;Autonomía centro/local;No;D4;Liderazgo y Política Institucional
PT;ESO;Informática como asignatura separada y obligatoria;Si;D3;Pedagogía Digital / Uso Pedagógico TIC
PT;ESO;Informática como asignatura separada, optativa;No;D3;Pedagogía Digital / Uso Pedagógico TIC
PT;ESO;Autonomía del centro/autoridad local;No;D4;Liderazgo y Política Institucional
PT;ESO;Informática no se imparte como asignatura separada;No;D3;Pedagogía Digital / Uso Pedagógico TIC
PT;Bachillerato;Hay requisitos de nivel superior obligatorios de las competencias específicas digitales para todo el profesorado;No;D4;Liderazgo y Política Institucional
PT;Bachillerato;Hay requisitos de nivel superior obligatorios de las competencias específicas digitales para algunos profesores;No;D4;Liderazgo y Política Institucional
PT;Bachillerato;No hay ningún requisito de nivel superior obligatorio de las competencias específicas digitales del profesorado;Si;D4;Liderazgo y Política Institucional
PT;Bachillerato;Designación de coordinador/a digital en los centros;No;D4;Liderazgo y Política Institucional
PT;Bachillerato;Plan digital de centro como documento específico;Si;D4;Liderazgo y Política Institucional
PT;Bachillerato;Plan digital integrado en el plan de centro;Si;D4;Liderazgo y Política Institucional
PT;Bachillerato;Criterios de educación digital en marcos de evaluación externa;No;D4;Liderazgo y Política Institucional
PT;Bachillerato;Asignatura separada obligatoria;No;D3;Pedagogía Digital / Uso Pedagógico TIC
PT;Bachillerato;Otras (p. ej., optativa);Si;D3;Pedagogía Digital / Uso Pedagógico TIC
PT;Bachillerato;Integrada en otras materias obligatorias;No;D3;Pedagogía Digital / Uso Pedagógico TIC
PT;Bachillerato;Transversal (cross-curricular);No;D3;Pedagogía Digital / Uso Pedagógico TIC
PT;Bachillerato;No incluida en currículo;No;D3;Pedagogía Digital / Uso Pedagógico TIC
PT;Bachillerato;Autonomía centro/local;No;D4;Liderazgo y Política Institucional
PT;Bachillerato;Informática como asignatura separada y obligatoria;No;D3;Pedagogía Digital / Uso Pedagógico TIC
PT;Bachillerato;Informática como asignatura separada, optativa;Si;D3;Pedagogía Digital / Uso Pedagógico TIC
PT;Bachillerato;Autonomía del centro/autoridad local;No;D4;Liderazgo y Política Institucional
PT;Bachillerato;Informática no se imparte como asignatura separada;No;D3;Pedagogía Digital / Uso Pedagógico TIC
RO;ESO;Hay requisitos de nivel superior obligatorios de las competencias específicas digitales para todo el profesorado;Si;D4;Liderazgo y Política Institucional
RO;ESO;Hay requisitos de nivel superior obligatorios de las competencias específicas digitales para algunos profesores;No;D4;Liderazgo y Política Institucional
RO;ESO;No hay ningún requisito de nivel superior obligatorio de las competencias específicas digitales del profesorado;No;D4;Liderazgo y Política Institucional
RO;ESO;Designación de coordinador/a digital en los centros;No;D4;Liderazgo y Política Institucional
RO;ESO;Plan digital de centro como documento específico;No;D4;Liderazgo y Política Institucional
RO;ESO;Plan digital integrado en el plan de centro;No;D4;Liderazgo y Política Institucional
RO;ESO;Criterios de educación digital en marcos de evaluación externa;Si;D4;Liderazgo y Política Institucional
