Pais;Pregunta;Respuesta;Valor;Porcentaje;Dimension_ISDE;Dimension_Nombre
POL;Tareas que puedes hacer con recursos/herramientas digitales;Identificar recursos y herramientas digitales para apoyar el tema(s) que enseño;;1,07;D2;Competencia Digital Docente
POL;Tareas que puedes hacer con recursos/herramientas digitales;Identificar recursos y herramientas digitales para apoyar el tema(s) que enseño;Nada;0,4;D2;Competencia Digital Docente
POL;Temas incluidos en el desarrollo profesional;Análisis y utilización de las evaluaciones de los alumnos;;2,68;D2;Competencia Digital Docente
POL;Temas incluidos en el desarrollo profesional;Análisis y utilización de las evaluaciones de los alumnos;No;40,25;D2;Competencia Digital Docente
POL;Temas incluidos en el desarrollo profesional;Análisis y utilización de las evaluaciones de los alumnos;Sí;57,07;D2;Competencia Digital Docente
POL;Temas incluidos en el desarrollo profesional;Competencias pedagógicas para incorporar recursos y herramientas digitales en la enseñanza;;1,75;D2;Competencia Digital Docente
POL;Temas incluidos en el desarrollo profesional;Competencias pedagógicas para incorporar recursos y herramientas digitales en la enseñanza;No;21,4;D2;Competencia Digital Docente
POL;Temas incluidos en el desarrollo profesional;Competencias pedagógicas para incorporar recursos y herramientas digitales en la enseñanza;Sí;76,85;D2;Competencia Digital Docente
POL;Temas incluidos en el desarrollo profesional;Competencias técnicas para el uso de recursos y herramientas digitales;;2,47;D2;Competencia Digital Docente
POL;Temas incluidos en el desarrollo profesional;Competencias técnicas para el uso de recursos y herramientas digitales;No;26,97;D2;Competencia Digital Docente
POL;Temas incluidos en el desarrollo profesional;Competencias técnicas para el uso de recursos y herramientas digitales;Sí;70,56;D2;Competencia Digital Docente
PRT;Actividades de desarrollo profesional;Actividades de aprendizaje por iniciativa propia;;1,11;D2;Competencia Digital Docente
PRT;Actividades de desarrollo profesional;Actividades de aprendizaje por iniciativa propia;No;17,92;D2;Competencia Digital Docente
PRT;Actividades de desarrollo profesional;Actividades de aprendizaje por iniciativa propia;Sí mixta;24,09;D2;Competencia Digital Docente
PRT;Actividades de desarrollo profesional;Actividades de aprendizaje por iniciativa propia;Sí presencial;17,63;D2;Competencia Digital Docente
PRT;Actividades de desarrollo profesional;Actividades de aprendizaje por iniciativa propia;Sí virtual online;39,24;D2;Competencia Digital Docente
PRT;Actividades de desarrollo profesional;Coaching como parte de un acuerdo escolar formal;;2,06;D2;Competencia Digital Docente
PRT;Actividades de desarrollo profesional;Coaching como parte de un acuerdo escolar formal;No;76,41;D2;Competencia Digital Docente
PRT;Actividades de desarrollo profesional;Coaching como parte de un acuerdo escolar formal;Sí mixta;4,85;D2;Competencia Digital Docente
PRT;Actividades de desarrollo profesional;Coaching como parte de un acuerdo escolar formal;Sí presencial;13,75;D2;Competencia Digital Docente
PRT;Actividades de desarrollo profesional;Coaching como parte de un acuerdo escolar formal;Sí virtual online;2,93;D2;Competencia Digital Docente
PRT;Actividades de desarrollo profesional;Conferencias educativas de los docentes u otros;;1,51;D2;Competencia Digital Docente
PRT;Actividades de desarrollo profesional;Conferencias educativas de los docentes u otros;No;42,1;D2;Competencia Digital Docente
PRT;Actividades de desarrollo profesional;Conferencias educativas de los docentes u otros;Sí mixta;17,07;D2;Competencia Digital Docente
PRT;Actividades de desarrollo profesional;Conferencias educativas de los docentes u otros;Sí presencial;14,96;D2;Competencia Digital Docente
PRT;Actividades de desarrollo profesional;Conferencias educativas de los docentes u otros;Sí virtual online;24,38;D2;Competencia Digital Docente
PRT;Actividades de desarrollo profesional;Cursos/seminarios/talleres;;1,08;D2;Competencia Digital Docente
PRT;Actividades de desarrollo profesional;Cursos/seminarios/talleres;No;12,78;D2;Competencia Digital Docente
PRT;Actividades de desarrollo profesional;Cursos/seminarios/talleres;Sí mixta;40,13;D2;Competencia Digital Docente
PRT;Actividades de desarrollo profesional;Cursos/seminarios/talleres;Sí presencial;19,32;D2;Competencia Digital Docente
PRT;Actividades de desarrollo profesional;Cursos/seminarios/talleres;Sí virtual online;26,69;D2;Competencia Digital Docente
PRT;Actividades de desarrollo profesional;Otro;;10,96;D2;Competencia Digital Docente
PRT;Actividades de desarrollo profesional;Otro;No;67,84;D2;Competencia Digital Docente
PRT;Actividades de desarrollo profesional;Otro;Sí mixta;6,43;D2;Competencia Digital Docente
PRT;Actividades de desarrollo profesional;Otro;Sí presencial;7,04;D2;Competencia Digital Docente
PRT;Actividades de desarrollo profesional;Otro;Sí virtual online;7,72;D2;Competencia Digital Docente
PRT;Actividades de desarrollo profesional;Programa de cualificación formal;;1,71;D2;Competencia Digital Docente
PRT;Actividades de desarrollo profesional;Programa de cualificación formal;No;92,08;D2;Competencia Digital Docente
PRT;Actividades de desarrollo profesional;Programa de cualificación formal;Sí mixta;1,96;D2;Competencia Digital Docente
PRT;Actividades de desarrollo profesional;Programa de cualificación formal;Sí presencial;3,13;D2;Competencia Digital Docente
PRT;Actividades de desarrollo profesional;Programa de cualificación formal;Sí virtual online;1,12;D2;Competencia Digital Docente
PRT;Actividades de desarrollo profesional;Redes formales o informales de profesores para la formación profesional;;1,91;D2;Competencia Digital Docente
PRT;Actividades de desarrollo profesional;Redes formales o informales de profesores para la formación profesional;No;54,91;D2;Competencia Digital Docente
PRT;Actividades de desarrollo profesional;Redes formales o informales de profesores para la formación profesional;Sí mixta;12,79;D2;Competencia Digital Docente
PRT;Actividades de desarrollo profesional;Redes formales o informales de profesores para la formación profesional;Sí presencial;12,05;D2;Competencia Digital Docente
PRT;Actividades de desarrollo profesional;Redes formales o informales de profesores para la formación profesional;Sí virtual online;18,34;D2;Competencia Digital Docente
PRT;Actividades de desarrollo profesional;Reflexiones sobre las observaciones de la lección;;1,7;D2;Competencia Digital Docente
PRT;Actividades de desarrollo profesional;Reflexiones sobre las observaciones de la lección;No;63,35;D2;Competencia Digital Docente
PRT;Actividades de desarrollo profesional;Reflexiones sobre las observaciones de la lección;Sí mixta;7,27;D2;Competencia Digital Docente
PRT;Actividades de desarrollo profesional;Reflexiones sobre las observaciones de la lección;Sí presencial;21,62;D2;Competencia Digital Docente
PRT;Actividades de desarrollo profesional;Reflexiones sobre las observaciones de la lección;Sí virtual online;6,07;D2;Competencia Digital Docente
PRT;Actividades de desarrollo profesional;Visitas a locales comerciales, organizaciones públicas u ONG relacionadas con mi enseñanza;;1,76;D2;Competencia Digital Docente
PRT;Actividades de desarrollo profesional;Visitas a locales comerciales, organizaciones públicas u ONG relacionadas con mi enseñanza;No;89,95;D2;Competencia Digital Docente
PRT;Actividades de desarrollo profesional;Visitas a locales comerciales, organizaciones públicas u ONG relacionadas con mi enseñanza;Sí mixta;1,57;D2;Competencia Digital Docente
PRT;Actividades de desarrollo profesional;Visitas a locales comerciales, organizaciones públicas u ONG relacionadas con mi enseñanza;Sí presencial;5,9;D2;Competencia Digital Docente
PRT;Actividades de desarrollo profesional;Visitas a locales comerciales, organizaciones públicas u ONG relacionadas con mi enseñanza;Sí virtual online;0,83;D2;Competencia Digital Docente
PRT;Actividades de desarrollo profesional;Visitas a otras escuelas para informar sobre mi enseñanza;;1,57;D2;Competencia Digital Docente
PRT;Actividades de desarrollo profesional;Visitas a otras escuelas para informar sobre mi enseñanza;No;87,81;D2;Competencia Digital Docente
PRT;Actividades de desarrollo profesional;Visitas a otras escuelas para informar sobre mi enseñanza;Sí mixta;1,68;D2;Competencia Digital Docente
PRT;Actividades de desarrollo profesional;Visitas a otras escuelas para informar sobre mi enseñanza;Sí presencial;7,83;D2;Competencia Digital Docente
PRT;Actividades de desarrollo profesional;Visitas a otras escuelas para informar sobre mi enseñanza;Sí virtual online;1,11;D2;Competencia Digital Docente
PRT;Frecuencia con la que el profesor;Adapta sus métodos de enseñanza a las necesidades de los alumnos;Frecuentemente;37,59;D3;Pedagogía Digital / Uso Pedagógico TIC
PRT;Frecuencia con la que el profesor;Adapta sus métodos de enseñanza a las necesidades de los alumnos;;2,3;D3;Pedagogía Digital / Uso Pedagógico TIC
PRT;Frecuencia con la que el profesor;Adapta sus métodos de enseñanza a las necesidades de los alumnos;Nunca o casi nunca;0,08;D3;Pedagogía Digital / Uso Pedagógico TIC
PRT;Frecuencia con la que el profesor;Adapta sus métodos de enseñanza a las necesidades de los alumnos;Ocasionalmente;2,46;D3;Pedagogía Digital / Uso Pedagógico TIC
PRT;Frecuencia con la que el profesor;Adapta sus métodos de enseñanza a las necesidades de los alumnos;Siempre;57,56;D3;Pedagogía Digital / Uso Pedagógico TIC
PRT;Frecuencia con la que el profesor;Indica a los alumnos diferentes materiales didácticos en función de sus necesidades;Frecuentemente;49,83;D3;Pedagogía Digital / Uso Pedagógico TIC
PRT;Frecuencia con la que el profesor;Indica a los alumnos diferentes materiales didácticos en función de sus necesidades;;2,16;D3;Pedagogía Digital / Uso Pedagógico TIC
PRT;Frecuencia con la que el profesor;Indica a los alumnos diferentes materiales didácticos en función de sus necesidades;Nunca o casi nunca;2,55;D3;Pedagogía Digital / Uso Pedagógico TIC
PRT;Frecuencia con la que el profesor;Indica a los alumnos diferentes materiales didácticos en función de sus necesidades;Ocasionalmente;22,89;D3;Pedagogía Digital / Uso Pedagógico TIC
PRT;Frecuencia con la que el profesor;Indica a los alumnos diferentes materiales didácticos en función de sus necesidades;Siempre;22,56;D3;Pedagogía Digital / Uso Pedagógico TIC
PRT;Frecuencia con la que el profesor;Prepara a los estudiantes para las dificultades que pueden ocurrir durante la práctica;Frecuentemente;59,86;D3;Pedagogía Digital / Uso Pedagógico TIC
PRT;Frecuencia con la que el profesor;Prepara a los estudiantes para las dificultades que pueden ocurrir durante la práctica;;2,29;D3;Pedagogía Digital / Uso Pedagógico TIC
PRT;Frecuencia con la que el profesor;Prepara a los estudiantes para las dificultades que pueden ocurrir durante la práctica;Nunca o casi nunca;0,59;D3;Pedagogía Digital / Uso Pedagógico TIC
PRT;Frecuencia con la que el profesor;Prepara a los estudiantes para las dificultades que pueden ocurrir durante la práctica;Ocasionalmente;9,55;D3;Pedagogía Digital / Uso Pedagógico TIC
PRT;Frecuencia con la que el profesor;Prepara a los estudiantes para las dificultades que pueden ocurrir durante la práctica;Siempre;27,7;D3;Pedagogía Digital / Uso Pedagógico TIC
PRT;Frecuencia con la que el profesor;Revisa múltiples ejemplos para practicar los pasos de un procedimiento o habilidad;Frecuentemente;60,71;D3;Pedagogía Digital / Uso Pedagógico TIC
PRT;Frecuencia con la que el profesor;Revisa múltiples ejemplos para practicar los pasos de un procedimiento o habilidad;;2,13;D3;Pedagogía Digital / Uso Pedagógico TIC
PRT;Frecuencia con la que el profesor;Revisa múltiples ejemplos para practicar los pasos de un procedimiento o habilidad;Nunca o casi nunca;1,44;D3;Pedagogía Digital / Uso Pedagógico TIC
PRT;Frecuencia con la que el profesor;Revisa múltiples ejemplos para practicar los pasos de un procedimiento o habilidad;Ocasionalmente;18,56;D3;Pedagogía Digital / Uso Pedagógico TIC
PRT;Frecuencia con la que el profesor;Revisa múltiples ejemplos para practicar los pasos de un procedimiento o habilidad;Siempre;17,16;D3;Pedagogía Digital / Uso Pedagógico TIC
PRT;Frecuencia con la que el profesor;Selecciona tareas cuya dificultad aumenta gradualmente;Frecuentemente;57,4;D3;Pedagogía Digital / Uso Pedagógico TIC
PRT;Frecuencia con la que el profesor;Selecciona tareas cuya dificultad aumenta gradualmente;;2,21;D3;Pedagogía Digital / Uso Pedagógico TIC
PRT;Frecuencia con la que el profesor;Selecciona tareas cuya dificultad aumenta gradualmente;Nunca o casi nunca;0,64;D3;Pedagogía Digital / Uso Pedagógico TIC
PRT;Frecuencia con la que el profesor;Selecciona tareas cuya dificultad aumenta gradualmente;Ocasionalmente;10,54;D3;Pedagogía Digital / Uso Pedagógico TIC
PRT;Frecuencia con la que el profesor;Selecciona tareas cuya dificultad aumenta gradualmente;Siempre;29,23;D3;Pedagogía Digital / Uso Pedagógico TIC
PRT;Impacto global del desarrollo profesional;Impacto positivo del desarrollo profesional;Bastante;56,59;D2;Competencia Digital Docente
PRT;Impacto global del desarrollo profesional;Impacto positivo del desarrollo profesional;En cierta medida;6,48;D2;Competencia Digital Docente
PRT;Impacto global del desarrollo profesional;Impacto positivo del desarrollo profesional;Mucho;34,6;D2;Competencia Digital Docente
PRT;Impacto global del desarrollo profesional;Impacto positivo del desarrollo profesional;;0,66;D2;Competencia Digital Docente
PRT;Impacto global del desarrollo profesional;Impacto positivo del desarrollo profesional;Nada;1,67;D2;Competencia Digital Docente
PRT;Importancia de características del desarrollo profesional;Ofrece oportunidades para el intercambio colaborativo de ideas;Bastante;54,29;D2;Competencia Digital Docente
PRT;Importancia de características del desarrollo profesional;Ofrece oportunidades para el intercambio colaborativo de ideas;En cierta medida;7,64;D2;Competencia Digital Docente
PRT;Importancia de características del desarrollo profesional;Ofrece oportunidades para el intercambio colaborativo de ideas;Mucho;36,15;D2;Competencia Digital Docente
PRT;Importancia de características del desarrollo profesional;Ofrece oportunidades para el intercambio colaborativo de ideas;;1,19;D2;Competencia Digital Docente
PRT;Importancia de características del desarrollo profesional;Ofrece oportunidades para el intercambio colaborativo de ideas;Nada;0,72;D2;Competencia Digital Docente
PRT;Importancia de características del desarrollo profesional;Se basa en mis conocimientos previos;Bastante;60,07;D2;Competencia Digital Docente
PRT;Importancia de características del desarrollo profesional;Se basa en mis conocimientos previos;En cierta medida;17,84;D2;Competencia Digital Docente
PRT;Importancia de características del desarrollo profesional;Se basa en mis conocimientos previos;Mucho;19,41;D2;Competencia Digital Docente
PRT;Importancia de características del desarrollo profesional;Se basa en mis conocimientos previos;;1,15;D2;Competencia Digital Docente
PRT;Importancia de características del desarrollo profesional;Se basa en mis conocimientos previos;Nada;1,52;D2;Competencia Digital Docente
PRT;Lo que puedes hacer en tu enseñanza;Apoyar el aprendizaje de los estudiantes a través del uso de recursos y herramientas digitales;Bastante;47,19;D2;Competencia Digital Docente
PRT;Lo que puedes hacer en tu enseñanza;Apoyar el aprendizaje de los estudiantes a través del uso de recursos y herramientas digitales;En cierta medida;22,08;D2;Competencia Digital Docente
PRT;Lo que puedes hacer en tu enseñanza;Apoyar el aprendizaje de los estudiantes a través del uso de recursos y herramientas digitales;Mucho;28,31;D2;Competencia Digital Docente
PRT;Lo que puedes hacer en tu enseñanza;Apoyar el aprendizaje de los estudiantes a través del uso de recursos y herramientas digitales;;0,88;D2;Competencia Digital Docente
PRT;Lo que puedes hacer en tu enseñanza;Apoyar el aprendizaje de los estudiantes a través del uso de recursos y herramientas digitales;Nada;1,54;D2;Competencia Digital Docente
PRT;Opiniones sobre el uso de recursos/herramientas digitales;El uso de recursos y herramientas digitales ayuda a los estudiantes a desarrollar un mayor interés en el aprendizaje;De acuerdo;64,87;D3;Pedagogía Digital / Uso Pedagógico TIC
PRT;Opiniones sobre el uso de recursos/herramientas digitales;El uso de recursos y herramientas digitales ayuda a los estudiantes a desarrollar un mayor interés en el aprendizaje;En desacuerdo;11,17;D3;Pedagogía Digital / Uso Pedagógico TIC
PRT;Opiniones sobre el uso de recursos/herramientas digitales;El uso de recursos y herramientas digitales ayuda a los estudiantes a desarrollar un mayor interés en el aprendizaje;Muy de acuerdo;22,05;D3;Pedagogía Digital / Uso Pedagógico TIC
PRT;Opiniones sobre el uso de recursos/herramientas digitales;El uso de recursos y herramientas digitales ayuda a los estudiantes a desarrollar un mayor interés en el aprendizaje;Muy en desacuerdo;0,47;D3;Pedagogía Digital / Uso Pedagógico TIC
PRT;Opiniones sobre el uso de recursos/herramientas digitales;El uso de recursos y herramientas digitales ayuda a los estudiantes a desarrollar un mayor interés en el aprendizaje;;1,44;D3;Pedagogía Digital / Uso Pedagógico TIC
PRT;Opiniones sobre el uso de recursos/herramientas digitales;El uso de recursos y herramientas digitales ayuda a mejorar el rendimiento académico de los estudiantes;De acuerdo;58,79;D3;Pedagogía Digital / Uso Pedagógico TIC
PRT;Opiniones sobre el uso de recursos/herramientas digitales;El uso de recursos y herramientas digitales ayuda a mejorar el rendimiento académico de los estudiantes;En desacuerdo;24,21;D3;Pedagogía Digital / Uso Pedagógico TIC
PRT;Opiniones sobre el uso de recursos/herramientas digitales;El uso de recursos y herramientas digitales ayuda a mejorar el rendimiento académico de los estudiantes;Muy de acuerdo;13,97;D3;Pedagogía Digital / Uso Pedagógico TIC
PRT;Opiniones sobre el uso de recursos/herramientas digitales;El uso de recursos y herramientas digitales ayuda a mejorar el rendimiento académico de los estudiantes;Muy en desacuerdo;1,44;D3;Pedagogía Digital / Uso Pedagógico TIC
PRT;Opiniones sobre el uso de recursos/herramientas digitales;El uso de recursos y herramientas digitales ayuda a mejorar el rendimiento académico de los estudiantes;;1,57;D3;Pedagogía Digital / Uso Pedagógico TIC
PRT;Tareas que puedes hacer con recursos/herramientas digitales;Aprender a usar la tecnología que es nueva para mí;Bastante;51,95;D2;Competencia Digital Docente
PRT;Tareas que puedes hacer con recursos/herramientas digitales;Aprender a usar la tecnología que es nueva para mí;En cierta medida;17,85;D2;Competencia Digital Docente
PRT;Tareas que puedes hacer con recursos/herramientas digitales;Aprender a usar la tecnología que es nueva para mí;Mucho;24,6;D2;Competencia Digital Docente
PRT;Tareas que puedes hacer con recursos/herramientas digitales;Aprender a usar la tecnología que es nueva para mí;;1,74;D2;Competencia Digital Docente
PRT;Tareas que puedes hacer con recursos/herramientas digitales;Aprender a usar la tecnología que es nueva para mí;Nada;3,86;D2;Competencia Digital Docente
PRT;Tareas que puedes hacer con recursos/herramientas digitales;Identificar recursos y herramientas digitales para apoyar el tema(s) que enseño;Bastante;50,68;D2;Competencia Digital Docente
PRT;Tareas que puedes hacer con recursos/herramientas digitales;Identificar recursos y herramientas digitales para apoyar el tema(s) que enseño;En cierta medida;9,05;D2;Competencia Digital Docente
PRT;Tareas que puedes hacer con recursos/herramientas digitales;Identificar recursos y herramientas digitales para apoyar el tema(s) que enseño;Mucho;38,19;D2;Competencia Digital Docente
PRT;Tareas que puedes hacer con recursos/herramientas digitales;Identificar recursos y herramientas digitales para apoyar el tema(s) que enseño;;1,48;D2;Competencia Digital Docente
PRT;Tareas que puedes hacer con recursos/herramientas digitales;Identificar recursos y herramientas digitales para apoyar el tema(s) que enseño;Nada;0,59;D2;Competencia Digital Docente
PRT;Temas incluidos en el desarrollo profesional;Análisis y utilización de las evaluaciones de los alumnos;;1,41;D2;Competencia Digital Docente
PRT;Temas incluidos en el desarrollo profesional;Análisis y utilización de las evaluaciones de los alumnos;No;56,3;D2;Competencia Digital Docente
PRT;Temas incluidos en el desarrollo profesional;Análisis y utilización de las evaluaciones de los alumnos;Sí;42,28;D2;Competencia Digital Docente
PRT;Temas incluidos en el desarrollo profesional;Competencias pedagógicas para incorporar recursos y herramientas digitales en la enseñanza;;1,36;D2;Competencia Digital Docente
PRT;Temas incluidos en el desarrollo profesional;Competencias pedagógicas para incorporar recursos y herramientas digitales en la enseñanza;No;28,96;D2;Competencia Digital Docente
PRT;Temas incluidos en el desarrollo profesional;Competencias pedagógicas para incorporar recursos y herramientas digitales en la enseñanza;Sí;69,69;D2;Competencia Digital Docente
PRT;Temas incluidos en el desarrollo profesional;Competencias técnicas para el uso de recursos y herramientas digitales;;1,62;D2;Competencia Digital Docente
PRT;Temas incluidos en el desarrollo profesional;Competencias técnicas para el uso de recursos y herramientas digitales;No;33,06;D2;Competencia Digital Docente
PRT;Temas incluidos en el desarrollo profesional;Competencias técnicas para el uso de recursos y herramientas digitales;Sí;65,32;D2;Competencia Digital Docente
ROU;Actividades de desarrollo profesional;Actividades de aprendizaje por iniciativa propia;;2,01;D2;Competencia Digital Docente
ROU;Actividades de desarrollo profesional;Actividades de aprendizaje por iniciativa propia;No;36,61;D2;Competencia Digital Docente
ROU;Actividades de desarrollo profesional;Actividades de aprendizaje por iniciativa propia;Sí mixta;15,41;D2;Competencia Digital Docente
ROU;Actividades de desarrollo profesional;Actividades de aprendizaje por iniciativa propia;Sí presencial;20,19;D2;Competencia Digital Docente
ROU;Actividades de desarrollo profesional;Actividades de aprendizaje por iniciativa propia;Sí virtual online;25,77;D2;Competencia Digital Docente
ROU;Actividades de desarrollo profesional;Coaching como parte de un acuerdo escolar formal;;2,17;D2;Competencia Digital Docente
ROU;Actividades de desarrollo profesional;Coaching como parte de un acuerdo escolar formal;No;55,77;D2;Competencia Digital Docente
ROU;Actividades de desarrollo profesional;Coaching como parte de un acuerdo escolar formal;Sí mixta;9,68;D2;Competencia Digital Docente
ROU;Actividades de desarrollo profesional;Coaching como parte de un acuerdo escolar formal;Sí presencial;25,46;D2;Competencia Digital Docente
ROU;Actividades de desarrollo profesional;Coaching como parte de un acuerdo escolar formal;Sí virtual online;6,92;D2;Competencia Digital Docente
ROU;Actividades de desarrollo profesional;Conferencias educativas de los docentes u otros;;1,99;D2;Competencia Digital Docente
ROU;Actividades de desarrollo profesional;Conferencias educativas de los docentes u otros;No;41,6;D2;Competencia Digital Docente
ROU;Actividades de desarrollo profesional;Conferencias educativas de los docentes u otros;Sí mixta;13,17;D2;Competencia Digital Docente
ROU;Actividades de desarrollo profesional;Conferencias educativas de los docentes u otros;Sí presencial;13,99;D2;Competencia Digital Docente
ROU;Actividades de desarrollo profesional;Conferencias educativas de los docentes u otros;Sí virtual online;29,25;D2;Competencia Digital Docente
ROU;Actividades de desarrollo profesional;Cursos/seminarios/talleres;;1,86;D2;Competencia Digital Docente
ROU;Actividades de desarrollo profesional;Cursos/seminarios/talleres;No;21,77;D2;Competencia Digital Docente
ROU;Actividades de desarrollo profesional;Cursos/seminarios/talleres;Sí mixta;22,13;D2;Competencia Digital Docente
ROU;Actividades de desarrollo profesional;Cursos/seminarios/talleres;Sí presencial;16,96;D2;Competencia Digital Docente
ROU;Actividades de desarrollo profesional;Cursos/seminarios/talleres;Sí virtual online;37,28;D2;Competencia Digital Docente
ROU;Actividades de desarrollo profesional;Otro;;4,49;D2;Competencia Digital Docente
ROU;Actividades de desarrollo profesional;Otro;No;60,37;D2;Competencia Digital Docente
ROU;Actividades de desarrollo profesional;Otro;Sí mixta;10,28;D2;Competencia Digital Docente
ROU;Actividades de desarrollo profesional;Otro;Sí presencial;14,1;D2;Competencia Digital Docente
ROU;Actividades de desarrollo profesional;Otro;Sí virtual online;10,77;D2;Competencia Digital Docente
ROU;Actividades de desarrollo profesional;Programa de cualificación formal;;1,83;D2;Competencia Digital Docente
ROU;Actividades de desarrollo profesional;Programa de cualificación formal;No;41,93;D2;Competencia Digital Docente
ROU;Actividades de desarrollo profesional;Programa de cualificación formal;Sí mixta;15;D2;Competencia Digital Docente
ROU;Actividades de desarrollo profesional;Programa de cualificación formal;Sí presencial;13,94;D2;Competencia Digital Docente
ROU;Actividades de desarrollo profesional;Programa de cualificación formal;Sí virtual online;27,29;D2;Competencia Digital Docente
ROU;Actividades de desarrollo profesional;Redes formales o informales de profesores para la formación profesional;;2,35;D2;Competencia Digital Docente
ROU;Actividades de desarrollo profesional;Redes formales o informales de profesores para la formación profesional;No;38,57;D2;Competencia Digital Docente
ROU;Actividades de desarrollo profesional;Redes formales o informales de profesores para la formación profesional;Sí mixta;15,54;D2;Competencia Digital Docente
ROU;Actividades de desarrollo profesional;Redes formales o informales de profesores para la formación profesional;Sí presencial;15,93;D2;Competencia Digital Docente
ROU;Actividades de desarrollo profesional;Redes formales o informales de profesores para la formación profesional;Sí virtual online;27,6;D2;Competencia Digital Docente
ROU;Actividades de desarrollo profesional;Reflexiones sobre las observaciones de la lección;;1,96;D2;Competencia Digital Docente
ROU;Actividades de desarrollo profesional;Reflexiones sobre las observaciones de la lección;No;40,54;D2;Competencia Digital Docente
ROU;Actividades de desarrollo profesional;Reflexiones sobre las observaciones de la lección;Sí mixta;10,97;D2;Competencia Digital Docente
ROU;Actividades de desarrollo profesional;Reflexiones sobre las observaciones de la lección;Sí presencial;40,07;D2;Competencia Digital Docente
ROU;Actividades de desarrollo profesional;Reflexiones sobre las observaciones de la lección;Sí virtual online;6,45;D2;Competencia Digital Docente
ROU;Actividades de desarrollo profesional;Visitas a locales comerciales, organizaciones públicas u ONG relacionadas con mi enseñanza;;2,27;D2;Competencia Digital Docente
ROU;Actividades de desarrollo profesional;Visitas a locales comerciales, organizaciones públicas u ONG relacionadas con mi enseñanza;No;47,38;D2;Competencia Digital Docente
ROU;Actividades de desarrollo profesional;Visitas a locales comerciales, organizaciones públicas u ONG relacionadas con mi enseñanza;Sí mixta;8,7;D2;Competencia Digital Docente
ROU;Actividades de desarrollo profesional;Visitas a locales comerciales, organizaciones públicas u ONG relacionadas con mi enseñanza;Sí presencial;37,88;D2;Competencia Digital Docente
ROU;Actividades de desarrollo profesional;Visitas a locales comerciales, organizaciones públicas u ONG relacionadas con mi enseñanza;Sí virtual online;3,77;D2;Competencia Digital Docente
ROU;Actividades de desarrollo profesional;Visitas a otras escuelas para informar sobre mi enseñanza;;2,3;D2;Competencia Digital Docente
ROU;Actividades de desarrollo profesional;Visitas a otras escuelas para informar sobre mi enseñanza;No;50,06;D2;Competencia Digital Docente
ROU;Actividades de desarrollo profesional;Visitas a otras escuelas para informar sobre mi enseñanza;Sí mixta;7,8;D2;Competencia Digital Docente
ROU;Actividades de desarrollo profesional;Visitas a otras escuelas para informar sobre mi enseñanza;Sí presencial;36,43;D2;Competencia Digital Docente
ROU;Actividades de desarrollo profesional;Visitas a otras escuelas para informar sobre mi enseñanza;Sí virtual online;3,41;D2;Competencia Digital Docente
ROU;Frecuencia con la que el profesor;Adapta sus métodos de enseñanza a las necesidades de los alumnos;Frecuentemente;36,7;D3;Pedagogía Digital / Uso Pedagógico TIC
ROU;Frecuencia con la que el profesor;Adapta sus métodos de enseñanza a las necesidades de los alumnos;;1,54;D3;Pedagogía Digital / Uso Pedagógico TIC
ROU;Frecuencia con la que el profesor;Adapta sus métodos de enseñanza a las necesidades de los alumnos;Nunca o casi nunca;0,04;D3;Pedagogía Digital / Uso Pedagógico TIC
ROU;Frecuencia con la que el profesor;Adapta sus métodos de enseñanza a las necesidades de los alumnos;Ocasionalmente;2,82;D3;Pedagogía Digital / Uso Pedagógico TIC
ROU;Frecuencia con la que el profesor;Adapta sus métodos de enseñanza a las necesidades de los alumnos;Siempre;58,9;D3;Pedagogía Digital / Uso Pedagógico TIC
ROU;Frecuencia con la que el profesor;Indica a los alumnos diferentes materiales didácticos en función de sus necesidades;Frecuentemente;52,37;D3;Pedagogía Digital / Uso Pedagógico TIC
ROU;Frecuencia con la que el profesor;Indica a los alumnos diferentes materiales didácticos en función de sus necesidades;;1,16;D3;Pedagogía Digital / Uso Pedagógico TIC
ROU;Frecuencia con la que el profesor;Indica a los alumnos diferentes materiales didácticos en función de sus necesidades;Nunca o casi nunca;0,81;D3;Pedagogía Digital / Uso Pedagógico TIC
ROU;Frecuencia con la que el profesor;Indica a los alumnos diferentes materiales didácticos en función de sus necesidades;Ocasionalmente;12,04;D3;Pedagogía Digital / Uso Pedagógico TIC
ROU;Frecuencia con la que el profesor;Indica a los alumnos diferentes materiales didácticos en función de sus necesidades;Siempre;33,62;D3;Pedagogía Digital / Uso Pedagógico TIC
ROU;Frecuencia con la que el profesor;Prepara a los estudiantes para las dificultades que pueden ocurrir durante la práctica;Frecuentemente;54,11;D3;Pedagogía Digital / Uso Pedagógico TIC
ROU;Frecuencia con la que el profesor;Prepara a los estudiantes para las dificultades que pueden ocurrir durante la práctica;;1,43;D3;Pedagogía Digital / Uso Pedagógico TIC
ROU;Frecuencia con la que el profesor;Prepara a los estudiantes para las dificultades que pueden ocurrir durante la práctica;Nunca o casi nunca;0,39;D3;Pedagogía Digital / Uso Pedagógico TIC
ROU;Frecuencia con la que el profesor;Prepara a los estudiantes para las dificultades que pueden ocurrir durante la práctica;Ocasionalmente;10,58;D3;Pedagogía Digital / Uso Pedagógico TIC
